CPU Name,Cores,CPU Mark,Thread Mark,TDP (W),Socket,Category
Intel Atom x5-Z8550 @ 1.44GHz,4,"1,143",664,4,UTFCBGA1380,"Laptop, Mobile/Embedded"
Intel Atom x6211E @ 1.20GHz,2,"1,695","1,304",6,FCBGA1493,Mobile/Embedded
Intel Atom x6211E @ 1.30GHz,2,"1,762","1,170",6,FCBGA1493,Mobile/Embedded
Intel Atom x6214RE @ 1.40GHz,2,"1,109",754,6,FCBGA1493,Mobile/Embedded
Intel Atom x6413E @ 1.50GHz,4,"3,783","1,469",9,FCBGA1493,Mobile/Embedded
Intel Atom x6414RE @ 1.50GHz,4,"2,128",721,9,FCBGA1493,Mobile/Embedded
Intel Atom x6425E @ 2.00GHz,4,"3,675","1,393",12,FCBGA1493,Mobile/Embedded
Intel Atom x6425RE @ 1.90GHz,4,"2,819",997,12,FCBGA1493,Mobile/Embedded
Intel Atom x6427FE @ 1.90GHz,4,"3,196","1,016",12,FCBGA1493,Mobile/Embedded
Intel Atom x7-E3950 @ 1.60GHz,4,"2,071",741,12,BGA1296,Laptop
Intel Atom x7-Z8700 @ 1.60GHz,4,"1,327",648,4,BGA1380,Laptop
Intel Atom x7-Z8750 @ 1.60GHz,4,"1,294",661,4,UTFCBGA1380,Laptop
Intel Atom x7211E,2,"2,553","1,434",6,FCBGA1264,Mobile/Embedded
Intel Atom x7211RE,2,"2,188","1,364",6,FCBGA1264,Mobile/Embedded
Intel Atom x7213RE,2,"2,594","1,563",9,FCBGA1264,Mobile/Embedded
Intel Atom x7405C,4,"5,218","1,675",12,FCBGA1264,Mobile/Embedded
Intel Atom x7425E,4,"5,407","1,874",12,FCBGA1264,Mobile/Embedded
Intel Atom x7433RE,4,"4,049","1,499",9,FCBGA1264,Mobile/Embedded
Intel Atom x7809C,8,"9,409","1,462",25,FCBGA1264,Mobile/Embedded
Intel Atom x7835RE,8,"7,019","1,589",12,FCBGA1264,Mobile/Embedded
Intel Atom Z2760 @ 1.80GHz,2,298,206,NA,FC-MB4760,Laptop
Intel Atom Z3530 @ 1.33GHz,4,565,368,NA,FC-MB5T1064,Mobile/Embedded
Intel Atom Z3560 @ 1.00GHz,4,749,486,NA,Unknown,Mobile/Embedded
Intel Atom Z3560 @ 1.83GHz,4,690,476,NA,Unknown,Mobile/Embedded
Intel Atom Z3580 @ 1.33GHz,4,802,587,NA,Unknown,"Laptop, Mobile/Embedded"
Intel Atom Z3735D @ 1.33GHz,4,704,544,4.4,Unknown,Laptop
Intel Atom Z3735E @ 1.33GHz,4,557,478,4.4,UTFCBGA1380,Laptop
Intel Atom Z3735F @ 1.33GHz,4,542,388,4.4,UTFCBGA592,Laptop
Intel Atom Z3735G @ 1.33GHz,4,772,476,4.4,Unknown,Laptop
Intel Atom Z3736F @ 1.33GHz,4,496,423,4.4,UTFCBGA592,Laptop
Intel Atom Z3740 @ 1.33GHz,4,638,414,4,UTFCBGA1380,Laptop
Intel Atom Z3740D @ 1.33GHz,4,618,434,4.4,UTFCBGA1380,Laptop
Intel Atom Z3745 @ 1.33GHz,4,621,435,4,UTFCBGA1380,Laptop
Intel Atom Z3745D @ 1.33GHz,4,599,415,4.4,Unknown,Laptop
Intel Atom Z3770 @ 1.46GHz,4,728,535,4,UTFCBGA1380,Laptop
Intel Atom Z3770D @ 1.49GHz,4,488,361,4.4,BGA1380,Laptop
Intel Atom Z3775 @ 1.46GHz,4,702,506,4,UTFCBGA1380,Laptop
Intel Atom Z3775D @ 1.49GHz,4,794,646,4.4,UTFCBGA1380,Laptop
Intel Atom Z3795 @ 1.60GHz,4,"1,196",644,4,UTFCBGA1380,Laptop
Intel Atom Z520 @ 1.33GHz,1,122,151,2,BGA441,Laptop
Intel Atom Z530 @ 1.60GHz,1,183,161,2,BGA441,Laptop
Intel Atom Z670 @ 1.50GHz,1,158,95,3,BGA518,Laptop
Intel CC150 @ 3.50GHz,8,"14,368","2,123",NA,FCLGA1151,Unknown
Intel Celeron 1.70GHz,1,101,190,NA,Unknown,Unknown
Intel Celeron 1.80GHz,1,96,307,66.1,PPGA478,Desktop
Intel Celeron 1000M @ 1.80GHz,2,"1,064",970,35,FCPGA988,Laptop
Intel Celeron 1000MHz,1,139,174,NA,Unknown,Unknown
Intel Celeron 1005M @ 1.90GHz,2,"1,119","1,019",35,FCPGA988,Laptop
Intel Celeron 1007U @ 1.50GHz,2,844,777,17,FCBGA1023,Laptop
Intel Celeron 1017U @ 1.60GHz,2,884,806,17,FCBGA1023,Laptop
Intel Celeron 1019Y @ 1.00GHz,2,576,521,10,FCBGA1023,Desktop
Intel Celeron 1020E @ 2.20GHz,2,"1,406","1,224",35,"FCBGA1023, FCP",Laptop
Intel Celeron 1020M @ 2.10GHz,2,"1,275","1,176",35,FCPGA988,Laptop
Intel Celeron 1037U @ 1.80GHz,2,"1,036",936,17,FCBGA1023,Laptop
Intel Celeron 1047UE @ 1.40GHz,2,748,526,17,FCBGA1023,Desktop
Intel Celeron 1100MHz,1,113,183,NA,Unknown,Unknown
Intel Celeron 1200MHz,1,159,212,NA,Unknown,Unknown
Intel Celeron 2.00GHz,1,125,338,52.8,PPGA478,Desktop
Intel Celeron 2.13GHz,1,166,361,NA,Unknown,Unknown
Intel Celeron 2.20GHz,1,139,349,NA,Unknown,Unknown
Intel Celeron 2.26GHz,1,182,382,NA,Unknown,Unknown
Intel Celeron 2.30GHz,1,148,364,NA,Unknown,Unknown
Intel Celeron 2.40GHz,1,143,397,NA,Unknown,Unknown
Intel Celeron 2.50GHz,1,164,431,NA,Unknown,Unknown
Intel Celeron 2.53GHz,1,222,396,NA,Unknown,Unknown
Intel Celeron 2.60GHz,1,143,353,NA,Unknown,Unknown
Intel Celeron 2.66GHz,1,131,359,NA,Unknown,Unknown
Intel Celeron 2.70GHz,1,159,386,NA,Unknown,Unknown
Intel Celeron 2.80GHz,1,190,425,68.4,PPGA478,Desktop
Intel Celeron 2.93GHz,1,230,396,NA,Unknown,Unknown
Intel Celeron 2000E @ 2.20GHz,2,"1,607","1,282",37,FCBGA1364,Laptop
Intel Celeron 2002E @ 1.50GHz,2,"1,091",871,25,FCBGA1364,Laptop
Intel Celeron 215 @ 1.33GHz,1,174,440,27,BGA479,Laptop
Intel Celeron 220 @ 1.20GHz,1,209,255,19,BGA479,Desktop
Intel Celeron 2950M @ 2.00GHz,2,"1,238","1,136",37,FCPGA946,Laptop
Intel Celeron 2955U @ 1.40GHz,2,905,793,15,FCBGA1168,Laptop
Intel Celeron 2957U @ 1.40GHz,2,853,772,15,FCBGA1168,Laptop
Intel Celeron 2961Y @ 1.10GHz,2,684,634,11.5,Unknown,Laptop
Intel Celeron 2970M @ 2.20GHz,2,"1,501","1,245",37,FCPGA946,Laptop
Intel Celeron 2980U @ 1.60GHz,2,"1,092",933,15,FCBGA1168,Laptop
Intel Celeron 2981U @ 1.60GHz,2,"1,036",899,15,BGA1168,Laptop
Intel Celeron 3.06GHz,1,307,544,NA,Unknown,Unknown
Intel Celeron 3.20GHz,1,267,599,NA,Unknown,Unknown
Intel Celeron 3.33GHz,1,263,528,NA,Unknown,Unknown
Intel Celeron 3205U @ 1.50GHz,2,961,910,15,FCBGA1168,Laptop
Intel Celeron 3215U @ 1.70GHz,2,"1,102","1,016",15,FCBGA1168,Laptop
Intel Celeron 3755U @ 1.70GHz,2,"1,182","1,022",15,FCBGA1168,Laptop
Intel Celeron 3765U @ 1.90GHz,2,"1,252","1,171",15,FCBGA1168,Laptop
Intel Celeron 3855U @ 1.60GHz,2,"1,215",903,15,FCBGA1356,Laptop
Intel Celeron 3865U @ 1.80GHz,2,"1,345","1,047",15,BGA1356,Laptop
Intel Celeron 3867U @ 1.80GHz,2,"1,449","1,096",15,FCBGA1356,Laptop
Intel Celeron 3955U @ 2.00GHz,2,"1,455","1,150",15,FCBGA1356,Laptop
Intel Celeron 3965U @ 2.20GHz,2,"1,753","1,338",15,FCBGA1356,Laptop
Intel Celeron 3965Y @ 1.50GHz,2,"1,201",888,6,FCBGA1515,Laptop
Intel Celeron 420 @ 1.60GHz,1,231,464,35,LGA775,Desktop
Intel Celeron 4205U @ 1.80GHz,2,"1,350","1,030",15,FCBGA1528,Laptop
Intel Celeron 430 @ 1.80GHz,1,305,645,35,LGA775,Desktop
Intel Celeron 4305U @ 2.20GHz,2,"1,562","1,309",15,FCBGA1528,Mobile/Embedded
Intel Celeron 4305UE @ 2.00GHz,2,"1,699","1,163",15,FCBGA1528,"Laptop, Mobile/Embedded"
Intel Celeron 440 @ 2.00GHz,1,368,444,35,LGA775,Desktop
Intel Celeron 450 @ 2.20GHz,1,433,763,35,LGA775,Desktop
Intel Celeron 5205U @ 1.90GHz,2,"1,431","1,075",15,FCBGA1528,Laptop
Intel Celeron 530 @ 1.73GHz,1,268,468,27,PGA478,Laptop
Intel Celeron 5305U @ 2.30GHz,2,"1,307","1,248",15,FCBGA1528,Laptop
Intel Celeron 540 @ 1.86GHz,1,305,550,30,PGA478,Laptop
Intel Celeron 550 @ 2.00GHz,1,334,662,31,BGA479,Laptop
Intel Celeron 560 @ 2.13GHz,1,339,632,31,PGA478,Laptop
Intel Celeron 570 @ 2.26GHz,1,344,431,31,PGA478,Laptop
Intel Celeron 6305 @ 1.80GHz,2,"2,069","1,192",NA,FCBGA1449,Laptop
Intel Celeron 6305E @ 1.80GHz,2,"2,021","1,172",15,FCBGA1449,Mobile/Embedded
Intel Celeron 6600HE @ 2.60GHz,2,"3,286","1,764",35,FCBGA1787,Mobile/Embedded
Intel Celeron 6600HLE @ 2.60GHz,2,"3,388","1,833",35,Unknown,"Laptop, Mobile/Embedded"
Intel Celeron 723 @ 1.20GHz,1,213,460,10,BGA956,Laptop
Intel Celeron 7305,5,"2,534",833,15,FCBGA1744,Laptop
Intel Celeron 7305E,5,"2,451",789,15,FCBGA1744,Mobile/Embedded
Intel Celeron 743 @ 1.30GHz,1,275,496,10,BGA956,Laptop
Intel Celeron 807 @ 1.50GHz,1,392,608,17,BGA-1023,Laptop
Intel Celeron 807UE @ 1.00GHz,1,241,421,10,BGA-1023,Laptop
Intel Celeron 827E @ 1.40GHz,1,371,674,17,FCBGA1023,Laptop
Intel Celeron 847 @ 1.10GHz,2,509,488,17,BGA1023,Laptop
Intel Celeron 847E @ 1.10GHz,2,584,520,17,FCBGA1023,Laptop
Intel Celeron 857 @ 1.20GHz,2,569,476,17,BGA1023,Laptop
Intel Celeron 867 @ 1.30GHz,2,588,591,17,BGA1023,Laptop
Intel Celeron 877 @ 1.40GHz,2,677,633,17,BGA1023,Laptop
Intel Celeron 887 @ 1.50GHz,2,764,700,17,BGA1023,Laptop
Intel Celeron 900 @ 2.20GHz,1,409,829,34.8,PGA478,Laptop
Intel Celeron 925 @ 2.30GHz,1,450,859,35,Unknown,Laptop
Intel Celeron @ 1.30GHz,1,572,610,NA,Unknown,Unknown
Intel Celeron B710 @ 1.60GHz,1,106,101,35,rPGA988B,Laptop
Intel Celeron B800 @ 1.50GHz,2,686,648,35,PGA988B,Laptop
Intel Celeron B810 @ 1.60GHz,2,775,754,35,PGA988B,Laptop
Intel Celeron B815 @ 1.60GHz,2,757,707,35,PGA988B,Laptop
Intel Celeron B820 @ 1.70GHz,2,817,754,35,PGA988B,Laptop
Intel Celeron B830 @ 1.80GHz,2,873,822,35,rPGA988B,Laptop
Intel Celeron B840 @ 1.90GHz,2,975,886,35,PGA988B,Laptop
Intel Celeron D 347 @ 3.06GHz,1,232,565,86,PLGA775,Desktop
Intel Celeron D 352 @ 3.20GHz,1,274,576,86,PLGA775,Desktop
Intel Celeron D 356 @ 3.33GHz,1,251,619,86,PLGA775,Desktop
Intel Celeron D 360 @ 3.46GHz,1,372,712,65,PLGA775,Desktop
Intel Celeron D 420 @ 1.60GHz,1,313,388,35,LGA775,Desktop
Intel Celeron E1200 @ 1.60GHz,2,516,580,65,LGA775,Desktop
Intel Celeron E1400 @ 2.00GHz,2,735,758,65,LGA775,Desktop
Intel Celeron E1500 @ 2.20GHz,2,626,764,65,LGA775,Desktop
Intel Celeron E1600 @ 2.40GHz,2,840,916,65,LGA775,Desktop
Intel Celeron E3200 @ 2.40GHz,2,900,981,65,LGA775,Desktop
Intel Celeron E3300 @ 2.50GHz,2,853,937,65,LGA775,Desktop
Intel Celeron E3400 @ 2.60GHz,2,893,"1,015",65,LGA775,Desktop
Intel Celeron E3500 @ 2.70GHz,2,935,"1,154",65,LGA775,Desktop
Intel Celeron G1101 @ 2.27GHz,2,"1,086",929,73,FCLGA1156,Desktop
Intel Celeron G1610 @ 2.60GHz,2,"1,550","1,387",55,FCLGA1155,Desktop
Intel Celeron G1610T @ 2.30GHz,2,"1,333","1,209",35,LGA1155,Desktop
Intel Celeron G1620 @ 2.70GHz,2,"1,598","1,457",55,FCLGA1155,Desktop
Intel Celeron G1620T @ 2.40GHz,2,"1,532","1,327",35,LGA1155,Desktop
Intel Celeron G1630 @ 2.80GHz,2,"1,707","1,553",55,FCLGA1155,Desktop
Intel Celeron G1820 @ 2.70GHz,2,"1,669","1,501",53,FCLGA1150,Desktop
Intel Celeron G1820T @ 2.40GHz,2,"1,599","1,393",35,LGA1150,Desktop
Intel Celeron G1820TE @ 2.20GHz,2,"1,020",978,35,LGA1150,Desktop
Intel Celeron G1830 @ 2.80GHz,2,"1,560","1,513",53,LGA1150,Desktop
Intel Celeron G1840 @ 2.80GHz,2,"1,784","1,582",53,FCLGA1150,Desktop
Intel Celeron G1840T @ 2.50GHz,2,"1,576","1,431",35,LGA1150,Desktop
Intel Celeron G1850 @ 2.90GHz,2,"1,907","1,611",54,FCLGA1150,Desktop
Intel Celeron G3900 @ 2.80GHz,2,"2,154","1,677",51,FCLGA1151,Desktop
Intel Celeron G3900E @ 2.40GHz,2,"2,034","1,499",35,FCBGA1440,Laptop
Intel Celeron G3900T @ 2.60GHz,2,"1,909","1,516",35,Unknown,Desktop
Intel Celeron G3900TE @ 2.30GHz,2,"1,850","1,402",35,FCLGA1151,Laptop
Intel Celeron G3920 @ 2.90GHz,2,"2,333","1,771",51,FCLGA1151,Desktop
Intel Celeron G3930 @ 2.90GHz,2,"2,253","1,766",51,FCLGA1151,Desktop
Intel Celeron G3930T @ 2.70GHz,2,"2,023","1,655",35,FCLGA1151,Desktop
Intel Celeron G3930TE @ 2.70GHz,2,"2,218","1,706",35,FCLGA1151,Desktop
Intel Celeron G3950 @ 3.00GHz,2,"2,336","1,842",51,FCLGA1151,Desktop
Intel Celeron G440 @ 1.60GHz,1,420,747,35,LGA1155,Desktop
Intel Celeron G460 @ 1.80GHz,1,490,723,35,LGA1155,Desktop
Intel Celeron G465 @ 1.90GHz,1,559,844,35,LGA1155,Desktop
Intel Celeron G470 @ 2.00GHz,1,577,819,35,LGA1155,Desktop
Intel Celeron G4900 @ 3.10GHz,2,"2,373","1,838",54,FCLGA1151-2,Desktop
Intel Celeron G4900T @ 2.90GHz,2,"2,240","1,739",35,FCLGA1151-2,Desktop
Intel Celeron G4920 @ 3.20GHz,2,"2,548","1,962",54,FCLGA1151-2,Desktop
Intel Celeron G4930 @ 3.20GHz,2,"2,551","1,943",54,FCLGA1151-2,Desktop
Intel Celeron G4930T @ 3.00GHz,2,"2,287","1,773",35,FCLGA1151,Desktop
Intel Celeron G4950 @ 3.30GHz,2,"2,714","2,041",54,FCLGA1151,Desktop
Intel Celeron G530 @ 2.40GHz,2,"1,148","1,107",65,LGA1155,Desktop
Intel Celeron G530T @ 2.00GHz,2,"1,056",962,35,LGA1155,Desktop
Intel Celeron G540 @ 2.50GHz,2,"1,182","1,145",65,LGA1155,Desktop
Intel Celeron G540T @ 2.10GHz,2,"1,137",995,35,LGA1155,Desktop
Intel Celeron G550 @ 2.60GHz,2,"1,275","1,213",65,LGA1155,Desktop
Intel Celeron G550T @ 2.20GHz,2,"1,074","1,018",35,LGA1155,Desktop
Intel Celeron G555 @ 2.70GHz,2,"1,427","1,295",65,LGA1155,Desktop
Intel Celeron G5900 @ 3.40GHz,2,"2,669","2,109",58,FCLGA1200,Desktop
Intel Celeron G5900E @ 3.20GHz,2,"1,809","1,896",58,LGA 1200,Mobile/Embedded
Intel Celeron G5900T @ 3.20GHz,2,"2,192","1,713",35,FCLGA1200,Desktop
Intel Celeron G5905 @ 3.50GHz,2,"2,761","2,156",58,FCLGA1200,Desktop
Intel Celeron G5905T @ 3.30GHz,2,"2,356","1,880",35,FCLGA1200,Desktop
Intel Celeron G5920 @ 3.50GHz,2,"2,577","2,123",58,FCLGA1200,Desktop
Intel Celeron G5925 @ 3.60GHz,2,"2,818","2,237",58,FCLGA1200,Desktop
Intel Celeron G6900,2,"4,455","2,667",46,"LGA1700,BGA1700",Desktop
Intel Celeron G6900E,2,"4,272","2,467",46,FCLGA1700,Mobile/Embedded
Intel Celeron G6900T,2,"3,668","2,280",35,FCLGA1700,Desktop
Intel Celeron G6900TE,2,"2,782","1,610",35,FCLGA1700,Mobile/Embedded
Intel Celeron J1750 @ 2.41GHz,2,538,642,10,FCBGA1170,Desktop
Intel Celeron J1800 @ 2.41GHz,2,573,660,10,FCBGA1170,Desktop
Intel Celeron J1850 @ 1.99GHz,4,942,455,10,FCBGA1170,Desktop
Intel Celeron J1900 @ 1.99GHz,4,"1,152",655,10,FCBGA1170,Desktop
Intel Celeron J3060 @ 1.60GHz,2,670,629,6,BGA1170,Desktop
Intel Celeron J3160 @ 1.60GHz,4,"1,252",598,6,BGA1170,Desktop
Intel Celeron J3355 @ 2.00GHz,2,"1,194",827,10,FCBGA1296,"Desktop, Laptop"
Intel Celeron J3455 @ 1.50GHz,4,"2,237",812,10,FCBGA1296,Desktop
Intel Celeron J3455E @ 1.50GHz,4,"2,193",846,10,FCBGA1296,Desktop
Intel Celeron J4005 @ 2.00GHz,2,"1,545","1,089",10,FCBGA1090,Desktop
Intel Celeron J4025 @ 2.00GHz,2,"1,452","1,121",10,FCBGA1090,Desktop
Intel Celeron J4105 @ 1.50GHz,4,"2,813","1,061",10,FCBGA1090,Desktop
Intel Celeron J4115 @ 1.80GHz,4,"2,699","1,068",NA,Unknown,Desktop
Intel Celeron J4125 @ 2.00GHz,4,"2,937","1,153",10,FCBGA1090,Desktop
Intel Celeron J6412 @ 2.00GHz,4,"3,836","1,374",10,FCBGA1493,Mobile/Embedded
Intel Celeron J6413 @ 1.80GHz,4,"4,173","1,468",10,FCBGA1296,Mobile/Embedded
Intel Celeron M 1.00GHz,1,149,197,NA,Unknown,Laptop
Intel Celeron M 1.30GHz,1,205,284,NA,Unknown,Laptop
Intel Celeron M 1.50GHz,1,192,374,21,"PPGA478, H-PBGA4",Laptop
Intel Celeron M 1.60GHz,1,190,433,NA,Unknown,Laptop
Intel Celeron M 1.70GHz,1,252,370,NA,Unknown,Laptop
Intel Celeron M 1300MHz,1,197,274,NA,Unknown,Laptop
Intel Celeron M 1500MHz,1,217,297,NA,Unknown,Laptop
Intel Celeron M 360 1.40GHz,1,221,305,21,"H-PBGA479, PPGA4",Laptop
Intel Celeron M 410 @ 1.46GHz,1,123,301,27,PPGA478,Laptop
Intel Celeron M 420 @ 1.60GHz,1,139,391,27,PPGA478,Laptop
Intel Celeron M 430 @ 1.73GHz,1,169,466,27,PPGA478,Laptop
Intel Celeron M 440 @ 1.86GHz,1,169,485,27,"PBGA479, PPGA478",Laptop
Intel Celeron M 443 @ 1.20GHz,1,125,288,5.5,PBGA479,Laptop
Intel Celeron M 450 @ 2.00GHz,1,230,598,27,PPGA478,Laptop
Intel Celeron M 520 @ 1.60GHz,1,239,505,30,PPGA478,Laptop
Intel Celeron M 530 @ 1.73GHz,1,320,572,30,"PBGA479, PPGA478",Laptop
Intel Celeron M 723 @ 1.20GHz,1,267,507,10,BGA956,Laptop
Intel Celeron M 900MHz,1,123,155,NA,Unknown,Laptop
Intel Celeron N2805 @ 1.46GHz,2,335,394,4.3,FCBGA1170,Laptop
Intel Celeron N2806 @ 1.60GHz,2,486,536,4.5,FCBGA1170,Laptop
Intel Celeron N2807 @ 1.58GHz,2,495,570,4.3,FCBGA1170,Laptop
Intel Celeron N2808 @ 1.58GHz,2,495,572,4.5,FCBGA1170,Laptop
Intel Celeron N2810 @ 2.00GHz,2,396,496,7.5,FCBGA1170,Laptop
Intel Celeron N2815 @ 1.86GHz,2,492,563,7.5,FCBGA1170,Laptop
Intel Celeron N2820 @ 2.13GHz,2,507,604,7.5,FCBGA1170,Laptop
Intel Celeron N2830 @ 2.16GHz,2,544,623,7.5,FCBGA1170,Laptop
Intel Celeron N2840 @ 2.16GHz,2,584,669,7,FCBGA1170,Laptop
Intel Celeron N2910 @ 1.60GHz,4,788,443,7.5,FCBGA1170,Laptop
Intel Celeron N2920 @ 1.86GHz,4,941,549,7.5,FCBGA1170,Laptop
Intel Celeron N2930 @ 1.83GHz,4,"1,031",585,7.5,FCBGA1170,Laptop
Intel Celeron N2940 @ 1.83GHz,4,"1,055",606,7.5,FCBGA1170,Laptop
Intel Celeron N3000 @ 1.04GHz,2,646,574,4,FCBGA1170,Laptop
Intel Celeron N3010 @ 1.04GHz,2,616,593,4,FCBGA1170,Laptop
Intel Celeron N3050 @ 1.60GHz,2,590,555,6,FCBGA1170,Laptop
Intel Celeron N3060 @ 1.60GHz,2,654,625,6,Unknown,Laptop
Intel Celeron N3150 @ 1.60GHz,4,"1,180",562,6,FCBGA1170,Laptop
Intel Celeron N3160 @ 1.60GHz,4,"1,198",570,6,FCBGA1170,Laptop
Intel Celeron N3350 @ 1.10GHz,2,"1,112",801,6,FCBGA1296,"Laptop, Mobile/Embedded"
Intel Celeron N3450 @ 1.10GHz,4,"1,979",760,6,FCBGA1296,Laptop
Intel Celeron N4000 @ 1.10GHz,2,"1,431","1,036",6,FCBGA1090,Laptop
Intel Celeron N4000C @ 1.10GHz,2,"1,430","1,020",6,FCBGA1090,Laptop
Intel Celeron N4020 @ 1.10GHz,2,"1,537","1,130",6,FCBGA1090,Laptop
Intel Celeron N4020C @ 1.10GHz,2,"1,531","1,117",6,FCBGA1090,"Laptop, Mobile/Embedded"
Intel Celeron N4100 @ 1.10GHz,4,"2,453","1,001",6,FCBGA1090,Laptop
Intel Celeron N4120 @ 1.10GHz,4,"2,454","1,064",6,FCBGA1090,Laptop
Intel Celeron N4500 @ 1.10GHz,2,"1,805","1,283",6,FCBGA1338,Mobile/Embedded
Intel Celeron N4505 @ 2.00GHz,2,"1,960","1,392",10,FCBGA1338,Mobile/Embedded
Intel Celeron N5095 @ 2.00GHz,4,"4,006","1,492",15,FCBGA1338,Desktop
Intel Celeron N5095A @ 2.00GHz,4,"4,056","1,502",15,FCBGA1338,Desktop
Intel Celeron N5100 @ 1.10GHz,4,"3,302","1,368",6,FCBGA1338,Laptop
Intel Celeron N5105 @ 2.00GHz,4,"4,003","1,496",10,FCBGA1338,Mobile/Embedded
Intel Celeron N6210 @ 1.20GHz,2,"1,915","1,309",6.5,Unknown,Mobile/Embedded
Intel Celeron N6211 @ 1.20GHz,2,"2,245","1,586",6.5,FCBGA1493,Mobile/Embedded
Intel Celeron P4500 @ 1.87GHz,2,848,747,35,PGA988A,Laptop
Intel Celeron P4505 @ 1.87GHz,2,689,820,35,BGA1288,Laptop
Intel Celeron P4600 @ 2.00GHz,2,877,801,35,PGA988A,Laptop
Intel Celeron SU2300 @ 1.20GHz,2,458,498,10,BGA956,Laptop
Intel Celeron T1600 @ 1.66GHz,2,562,591,35,Unknown,Laptop
Intel Celeron U1900 @ 1.99GHz,4,"1,028",527,NA,Unknown,Unknown
Intel Celeron U3400 @ 1.07GHz,2,516,456,18,BGA1288,Laptop
Intel Celeron U3600 @ 1.20GHz,2,539,519,18,BGA1288,Laptop
Intel Core 3 100HL,8,"17,586","3,735",45,FCLGA1700,Mobile/Embedded
Intel Core 3 100U,6,"13,045","3,575",15,FCBGA1744,Laptop
Intel Core 3 201E,4,"14,403","3,385",60,FCLGA1700,Mobile/Embedded
Intel Core 3 N350,8,"7,484","1,981",7,FCBGA1264,Mobile/Embedded
Intel Core 3 N355,8,"10,476","2,221",15,FCBGA1264,Mobile/Embedded
Intel Core 5 120,6,"21,566","3,627",65,FCLGA1700,Desktop
Intel Core 5 120F,6,"21,477","3,636",65,FCLGA1700,Desktop
Intel Core 5 120U,10,"16,071","3,628",15,FCBGA1744,Mobile/Embedded
Intel Core 5 120UL,10,"10,558","2,080",15,FCLGA1700,Mobile/Embedded
Intel Core 5 210H,8,"18,528","3,517",45,FCBGA1744,Laptop
Intel Core 5 211EF,10,"23,988","3,884",65,FCLGA1700,Mobile/Embedded
Intel Core 5 211TE,10,"11,685","1,408",45,FCLGA1700,Mobile/Embedded
Intel Core 5 220H,12,"21,192","3,219",45,FCBGA1744,Laptop
Intel Core 5 220U,10,"14,353","3,257",NA,FCBGA1744,Laptop
Intel Core 5 221E,14,"32,646","4,072",65,FCLGA1700,Mobile/Embedded
Intel Core 7 150U,10,"14,956","3,552",15,FCBGA1744,Laptop
Intel Core 7 160UL,10,"11,043","3,391",15,FCLGA1700,Mobile/Embedded
Intel Core 7 240H,10,"24,664","3,875",45,FCBGA1744,Mobile/Embedded
Intel Core 7 250H,14,"25,629","4,188",45,FCBGA1744,Laptop
Intel Core 7 250U,10,"15,093","3,534",15,Unknown,Laptop
Intel Core 7 251TE,24,"30,020","3,785",45,FCLGA1700,Mobile/Embedded
Intel Core 860 @ 2.80GHz,4,"2,754","1,142",NA,Unknown,Unknown
Intel Core 9 270H,14,"28,826","4,125",45,FCBGA1744,Laptop
Intel Core Duo L2300 @ 1.50GHz,2,387,442,15,BGA479,Desktop
Intel Core Duo L2400 @ 1.66GHz,2,348,501,15,BGA479,Laptop
Intel Core Duo L2500 @ 1.83GHz,2,404,578,15,BGA479,Laptop
Intel Core Duo T2050 @ 1.60GHz,2,333,498,31,PGA478,Desktop
Intel Core Duo T2250 @ 1.73GHz,2,350,530,31,PGA478,Laptop
Intel Core Duo T2300 @ 1.66GHz,2,325,509,31,BGA479,Laptop
Intel Core Duo T2350 @ 1.86GHz,2,385,576,31,PGA478,Laptop
Intel Core Duo T2400 @ 1.83GHz,2,366,532,31,BGA479,Laptop
Intel Core Duo T2450 @ 2.00GHz,2,411,608,31,PGA478,Laptop
Intel Core Duo T2500 @ 2.00GHz,2,408,613,31,BGA479,Laptop
Intel Core Duo T2600 @ 2.16GHz,2,460,667,31,BGA479,Laptop
Intel Core Duo T2700 @ 2.33GHz,2,498,652,31,BGA479,Laptop
Intel Core Duo U2400 @ 1.06GHz,2,255,342,9,BGA479,Laptop
Intel Core Duo U2500 @ 1.20GHz,2,223,361,9,BGA479,Laptop
Intel Core i3-1000NG4 @ 1.10GHz,2,"3,519","1,744",9,BGA1526,Laptop
Intel Core i3-1005G1 @ 1.20GHz,2,"4,823","2,151",15,FCBGA1526,Laptop
Intel Core i3-10100 @ 3.60GHz,4,"8,518","2,594",65,FCLGA1200,Desktop
Intel Core i3-10100E @ 3.20GHz,4,"7,816","2,269",65,FCLGA1200,"Desktop, Mobile/Embedded"
Intel Core i3-10100F @ 3.60GHz,4,"8,716","2,582",65,FCLGA1200,Desktop
Intel Core i3-10100T @ 3.00GHz,4,"7,306","2,257",35,FCLGA1200,Laptop
Intel Core i3-10100TE @ 2.30GHz,4,"6,371","1,820",35,LGA 1200,Mobile/Embedded
Intel Core i3-10100Y @ 1.30GHz,2,"2,948","1,661",5,BGA 1528,Mobile/Embedded
Intel Core i3-10105 @ 3.70GHz,4,"8,255","2,600",65,FCLGA1200,Desktop
Intel Core i3-10105F @ 3.70GHz,4,"8,903","2,647",65,FCLGA1200,Desktop
Intel Core i3-10105T @ 3.00GHz,4,"7,828","2,358",35,FCLGA1200,Desktop
Intel Core i3-10110U @ 2.10GHz,2,"3,839","2,133",15,FCBGA1528,Laptop
