Videocard Name,G3D Mark,G2D Mark,TDP (W),VRAM (MB),Category
Radeon R9 Fury,"9,513",780,NA,NA,Unknown
Radeon R9 Fury + Fury X,"9,741",811,275,4096 MB,Desktop
Radeon R9 Fury X,"9,383",781,NA,NA,Unknown
Radeon R9 M265X,"1,171",190,NA,4096 MB,Mobile
Radeon R9 M270X,"1,204",306,NA,4096 MB,Mobile
Radeon R9 M275,"1,115",569,NA,NA,Mobile
Radeon R9 M275X,"1,609",290,NA,NA,Unknown
Radeon R9 M275X / M375,"1,575",467,50,4096 MB,Mobile
Radeon R9 M280X,814,247,75,4096 MB,Mobile
Radeon R9 M290X,"3,218",413,100,4096 MB,Mobile
Radeon R9 M295X,"5,150",832,125,4096 MB,Mobile
Radeon R9 M360,"1,815",392,NA,NA,Unknown
Radeon R9 M365X,"1,482",446,50,4096 MB,Mobile
Radeon R9 M370X,"1,566",353,50,4096 MB,Mobile
Radeon R9 M375,"1,005",160,NA,4096 MB,Mobile
Radeon R9 M375X,"1,735",310,NA,4096 MB,Mobile
Radeon R9 M380,"2,752",536,NA,4096 MB,Mobile
Radeon R9 M385,"2,061",244,70,4096 MB,Mobile
Radeon R9 M385X,"1,994",267,75,NA,Mobile
Radeon R9 M390X,"3,895",465,100,4096 MB,Mobile
Radeon R9 M395,"4,860",702,125,2048 MB,Mobile
Radeon R9 M395X,"5,104",695,125,4096 MB,Mobile
Radeon R9 M470,"2,331",307,75,4096 MB,Mobile
Radeon R9 M470X,"3,244",426,75,4096 MB,Mobile
Radeon R9 M485X,"3,801",388,NA,NA,Unknown
Radeon RX 460,"4,100",584,75,4096 MB,Desktop
Radeon RX 470/570,"7,930",724,120,8192 MB,Desktop
Radeon RX 480,"8,541",772,150,8192 MB,Desktop
Radeon RX 5300,"7,606",710,100,3072 MB,Desktop
Radeon RX 5300M,"5,126",383,85,3072 MB,Mobile
Radeon RX 540,"2,134",331,NA,4096 MB,Desktop
Radeon RX 550,"2,679",476,50,4096 MB,Desktop
Radeon RX 5500,"8,837",762,150,4096 MB,Desktop
Radeon RX 5500 XT,"9,077",776,130,8192 MB,Desktop
Radeon RX 5500M,"5,979",414,85,4096 MB,Mobile
Radeon RX 550X,"2,369",414,50,4096 MB,Desktop
Radeon RX 560,"3,684",485,80,4096 MB,Desktop
Radeon RX 5600,"11,753",888,150,6144 MB,Desktop
Radeon RX 5600 OEM,"12,345",816,NA,NA,Unknown
Radeon RX 5600 XT,"13,432",871,150,6144 MB,Desktop
Radeon RX 5600M,"8,879",486,150,6144 MB,Mobile
Radeon RX 560X,"3,415",433,75,4096 MB,Desktop
Radeon RX 5700,"14,280",878,180,8192 MB,Desktop
Radeon RX 5700 XT,"16,146",921,225,8192 MB,Desktop
Radeon RX 5700 XT 50th Anniversary,"16,580",942,235,8192 MB,Desktop
Radeon RX 5700m 8GB 256 bit Ryzen 5 5600U,"1,599",560,NA,NA,Desktop
Radeon RX 570X,"1,923",750,120,8192 MB,Desktop
Radeon RX 580,"8,796",770,185,8192 MB,Desktop
Radeon RX 580 2048SP,"7,628",693,150,16384 MB,Desktop
Radeon RX 580X,"7,597",661,185,8192 MB,Desktop
Radeon RX 590,"9,304",790,175,8192 MB,Desktop
Radeon RX 6300,"5,314",692,NA,NA,Unknown
Radeon RX 6300M,"6,421",384,NA,NA,Mobile
Radeon RX 640,"2,209",343,50,4096 MB,"Desktop, Mobile"
Radeon RX 6400,"7,739",736,53,4096 MB,Desktop
Radeon RX 6450M,"6,601",503,NA,NA,Mobile
Radeon RX 6500,"7,639",799,NA,NA,Unknown
Radeon RX 6500 XT,"9,619",816,107,4096 MB,Desktop
Radeon RX 6500M,"7,384",372,50,4096 MB,Mobile
Radeon RX 6550M,"9,654",491,NA,NA,Mobile
Radeon RX 6600,"15,080",895,132,8192 MB,Desktop
Radeon RX 6600 LE,"13,726",847,NA,NA,Unknown
Radeon RX 6600 XT,"16,443",913,160,8192 MB,Desktop
Radeon RX 6600M,"13,926",724,100,8192 MB,Mobile
Radeon RX 6600S,"13,016",628,80,4096 MB,Mobile
Radeon RX 6650 XT,"17,135",924,176,8192 MB,Desktop
Radeon RX 6650M,"15,178",763,NA,NA,Mobile
Radeon RX 6650M XT,"17,071",688,NA,NA,Mobile
Radeon RX 6700,"18,924",938,175,10240 MB,Desktop
Radeon RX 6700 XT,"19,744",953,230,12288 MB,Desktop
Radeon RX 6700M,"13,547",554,135,10240 MB,Mobile
Radeon RX 6700S,"15,074",736,80,8192 MB,Mobile
Radeon RX 6750 GRE 10GB,"18,770",976,NA,NA,Unknown
Radeon RX 6750 GRE 12GB,"20,178","1,031",NA,NA,Unknown
Radeon RX 6750 XT,"20,708",980,250,12288 MB,Desktop
Radeon RX 6800,"22,046",996,250,16384 MB,Desktop
Radeon RX 6800 XT,"24,992","1,039",300,16384 MB,Desktop
Radeon RX 6800M,"13,258",535,145,12288 MB,Mobile
Radeon RX 6800S,"15,768",733,100,8192 MB,Mobile
Radeon RX 6850M,"12,274",714,NA,NA,Mobile
Radeon RX 6850M XT,"17,597",649,NA,NA,Mobile
Radeon RX 6900 XT,"26,718","1,061",300,16384 MB,Desktop
Radeon RX 6950 XT,"28,097","1,075",335,16384 MB,Desktop
Radeon RX 7400,"11,909","1,271",NA,NA,Desktop
Radeon RX 7500,"1,873",572,NA,NA,Desktop
Radeon RX 7600,"16,550",986,165,8192 MB,Desktop
Radeon RX 7600 XT,"17,288","1,029",190,16384 MB,Desktop
Radeon RX 7600M,"10,999",861,NA,NA,Mobile
Radeon RX 7600M XT,"14,649",935,120,8192 MB,Mobile
Radeon RX 7600S,"15,567",771,75,8192 MB,Mobile
Radeon RX 7650 GRE,"18,083","1,126",NA,NA,Desktop
Radeon RX 7700,"19,567","1,156",NA,NA,Desktop
Radeon RX 7700 XT,"22,653","1,161",245,12288 MB,Desktop
Radeon RX 7700S,"15,507",768,NA,NA,Unknown
Radeon RX 780,"7,658","1,093",NA,NA,Unknown
Radeon RX 7800 XT,"24,291","1,189",263,16384 MB,Desktop
Radeon RX 7800M,"15,863",866,NA,NA,Mobile
Radeon RX 7900 GRE,"27,252","1,199",260,16384 MB,Desktop
Radeon RX 7900 XT,"28,979","1,239",315,20480 MB,Desktop
Radeon RX 7900 XTX,"31,316","1,280",355,24576 MB,Desktop
Radeon RX 7900M,"22,416",914,NA,NA,Mobile
Radeon RX 9060,"18,524","1,081",NA,NA,Desktop
Radeon RX 9060 XT 16GB,"20,042","1,180",160,16384 MB,Desktop
Radeon RX 9060 XT 8GB,"19,884","1,139",150,8192 MB,Desktop
Radeon RX 9070,"25,431","1,275",220,16384 MB,Desktop
Radeon RX 9070 GRE,"24,418","1,215",NA,NA,Desktop
Radeon RX 9070 XT,"26,868","1,320",304,16384 MB,Desktop
Radeon RX Vega - Renoir Ryzen 3 5300U,"2,312",571,NA,NA,Unknown
Radeon RX Vega 10,"1,628",371,NA,NA,Unknown
Radeon RX Vega 10 Athlon 300U,506,186,NA,NA,Desktop
Radeon RX Vega 10 Ryzen 5 3500U,"1,778",456,NA,NA,Unknown
Radeon RX Vega 10 Ryzen 7 3700C,"1,166",312,NA,NA,Desktop
Radeon RX Vega 10 Ryzen 7 3700U,"1,474",320,NA,NA,Unknown
Radeon RX Vega 10 Ryzen 7 3750H,"1,863",363,NA,NA,Unknown
Radeon RX Vega 10 Ryzen 7 PRO 3700U w/,"1,451",300,NA,NA,Unknown
Radeon RX Vega 11,"2,091",509,NA,0 MB,Desktop
Radeon RX Vega 11 PRD,"2,402",601,NA,NA,Unknown
Radeon RX Vega 11 Processor,"1,815",460,NA,NA,Unknown
Radeon RX Vega 11 Ryzen 5 3350G,"1,917",464,NA,NA,Unknown
Radeon RX Vega 11 Ryzen 5 3350GE,"2,480",499,NA,NA,Desktop
Radeon RX Vega 11 Ryzen 5 3400G,"2,134",484,NA,NA,Unknown
Radeon RX Vega 11 Ryzen 5 3400GE,"1,971",461,NA,NA,Unknown
Radeon RX Vega 11 Ryzen 7 3700U,"2,602",528,NA,NA,Unknown
Radeon RX Vega 11 Ryzen 7 3750H,"1,856",414,NA,NA,Unknown
Radeon RX Vega 56,"13,007",770,210,8192 MB,Desktop
Radeon RX Vega 6,"1,492",348,NA,NA,Unknown
Radeon RX Vega 6 Ryzen 3 3200U,906,275,NA,NA,Unknown
Radeon RX Vega 64,"13,925",783,295,8192 MB,Desktop
Radeon RX Vega 8,"1,540",407,NA,NA,Unknown
Radeon RX Vega M GH,"6,557",759,NA,NA,Unknown
Radeon RX Vega M GL,"3,927",458,NA,NA,Unknown
Radeon RX Vega Ryzen 3 5300U,"2,330",582,NA,NA,Unknown
Radeon RX Vega Ryzen 5 5500U,"2,356",369,NA,NA,Unknown
Radeon RX Vega Ryzen 5 5600GT,"9,558","1,042",NA,NA,Desktop
Radeon RX Vega Ryzen 7 5825U,"2,916",549,NA,NA,Desktop
Radeon RX Vega11,"1,605",405,NA,NA,Unknown
Radeon RX Vega11 Ryzen 7 3750H,"1,607",337,NA,NA,Unknown
Radeon RX Vega11 Ryzen 7 Microsoft Surface Edition,"1,519",325,NA,NA,Unknown
Radeon RX590 GME,"8,334",713,175,8192 MB,Desktop
Radeon Ryzen 3 3200U,961,348,NA,NA,Desktop
Radeon Ryzen 3 3250U,789,225,NA,NA,Unknown
Radeon Ryzen 3 3300U,"1,598",450,NA,NA,Desktop
Radeon Ryzen 3 5300U,"1,541",427,NA,NA,Unknown
Radeon Ryzen 3 5425U,"1,579",532,NA,NA,Unknown
Radeon Ryzen 3 7330U,"1,572",490,NA,NA,Unknown
Radeon Ryzen 3 7335U,"2,148",680,NA,NA,Desktop
Radeon Ryzen 3 PRO 4355GE,"1,622",544,NA,NA,Unknown
Radeon Ryzen 3 PRO 5355G,"2,544",765,NA,NA,Desktop
Radeon Ryzen 3 PRO 5355GE,"1,952",700,NA,NA,Desktop
Radeon Ryzen 3 PRO 5450U,"1,613",519,NA,NA,Unknown
Radeon Ryzen 3 PRO 5475U,"1,650",475,NA,NA,Unknown
Radeon Ryzen 3 PRO 7330U,"1,866",633,NA,NA,Unknown
Radeon Ryzen 3 PRO 7335U,"1,979",668,NA,NA,Unknown
Radeon Ryzen 5 150,"2,595",750,NA,NA,Desktop
Radeon Ryzen 5 3450U,"1,116",255,NA,NA,Unknown
Radeon Ryzen 5 3550H,"1,265",344,NA,NA,Desktop
Radeon Ryzen 5 4400G,"2,296",692,NA,NA,Unknown
Radeon Ryzen 5 4600GE with Radeon Graphics,"2,337",626,NA,NA,Unknown
Radeon Ryzen 5 5500GT,"2,439",697,NA,NA,Unknown
Radeon Ryzen 5 5500H,"2,049",561,NA,NA,Unknown
Radeon Ryzen 5 5500U,"2,021",476,NA,NA,Unknown
Radeon Ryzen 5 5560U,"2,036",595,NA,NA,Unknown
Radeon Ryzen 5 5600GE,"2,315",704,NA,NA,Unknown
Radeon Ryzen 5 5600GT,"2,400",732,NA,NA,Unknown
Radeon Ryzen 5 5600H,"2,375",622,NA,NA,Unknown
Radeon Ryzen 5 5600U,"2,091",595,NA,NA,Unknown
Radeon Ryzen 5 5625U,"2,067",540,NA,NA,Unknown
Radeon Ryzen 5 6600H,"3,470",741,NA,NA,Unknown
Radeon Ryzen 5 6600HS Creator Edition,"3,792",742,NA,NA,Unknown
Radeon Ryzen 5 6600U,"3,241",672,NA,NA,Unknown
Radeon Ryzen 5 7400 6-Core,"1,506",504,NA,NA,Desktop
Radeon Ryzen 5 7430U,"2,298",596,NA,NA,Desktop
Radeon Ryzen 5 7530U,"2,191",603,NA,NA,Unknown
Radeon Ryzen 5 7533HS,"3,327",686,NA,NA,Desktop
Radeon Ryzen 5 7535H w/,"3,366",441,NA,NA,Desktop
Radeon Ryzen 5 7535HS,"3,205",660,NA,NA,Unknown
Radeon Ryzen 5 7535U,"3,156",715,NA,NA,Unknown
Radeon Ryzen 5 7600 6-Core,"1,689",541,NA,NA,Unknown
Radeon Ryzen 5 7600X 6-Core,"1,628",537,NA,NA,Unknown
Radeon Ryzen 5 7600X3D 6-Core,"1,670",550,NA,NA,Desktop
Radeon Ryzen 5 Microsoft Surface Edition,"2,032",505,NA,NA,Unknown
Radeon Ryzen 5 PRO 4400G,"2,273",615,NA,NA,Desktop
Radeon Ryzen 5 PRO 4500U,"2,078",557,NA,NA,Unknown
Radeon Ryzen 5 PRO 4655G,"2,267",645,NA,NA,Unknown
Radeon Ryzen 5 PRO 4655GE,"2,217",614,NA,NA,Unknown
Radeon Ryzen 5 PRO 5650G,"2,318",733,NA,NA,Unknown
Radeon Ryzen 5 PRO 5650GE,"2,240",716,NA,NA,Unknown
Radeon Ryzen 5 PRO 5655G,"2,398",756,NA,NA,Desktop
Radeon Ryzen 5 PRO 5655GE,"1,743",643,NA,NA,Desktop
Radeon Ryzen 5 PRO 5675U,"1,867",546,NA,NA,Unknown
Radeon Ryzen 5 PRO 6650H,"3,362",705,NA,NA,Unknown
Radeon Ryzen 5 PRO 6650U,"3,572",678,NA,NA,Unknown
Radeon Ryzen 5 PRO 7445 6-Core,"1,592",536,NA,NA,Desktop
Radeon Ryzen 5 Pro 7535U,"2,823",670,NA,NA,Unknown
Radeon Ryzen 5 PRO 7645 6-Core,"1,619",546,NA,NA,Unknown
Radeon Ryzen 7 3700U,"1,136",275,NA,NA,Unknown
Radeon Ryzen 7 4700G,"2,526",659,NA,NA,Unknown
Radeon Ryzen 7 4700GE,"2,586",635,NA,NA,Unknown
Radeon Ryzen 7 4700U,"2,045",517,NA,NA,Unknown
Radeon Ryzen 7 4800H,"3,191",519,NA,NA,Unknown
Radeon Ryzen 7 4800HS,"3,058",541,NA,NA,Unknown
Radeon Ryzen 7 4800U,"2,303",547,NA,NA,Unknown
Radeon Ryzen 7 4850U Mobile,"2,138",519,NA,NA,Unknown
Radeon Ryzen 7 5700U,"2,208",489,NA,NA,Unknown
Radeon Ryzen 7 5800H,"2,846",695,NA,NA,Unknown
Radeon Ryzen 7 5800HS,"2,550",634,NA,NA,Unknown
Radeon Ryzen 7 5800HS Creator Edition,"2,271",576,NA,NA,Unknown
Radeon Ryzen 7 5800U,"2,386",627,NA,NA,Unknown
Radeon Ryzen 7 5825U,"2,418",612,NA,NA,Unknown
Radeon Ryzen 7 6800H,"4,812",712,NA,NA,Unknown
Radeon Ryzen 7 6800HS,"6,012",795,NA,NA,Unknown
Radeon Ryzen 7 6800HS Creator Edition,"5,322",761,NA,NA,Unknown
Radeon Ryzen 7 6800U,"4,212",519,NA,NA,Unknown
Radeon Ryzen 7 6810U,"5,937",897,NA,NA,Desktop
Radeon Ryzen 7 7700 8-Core,"1,664",532,NA,NA,Unknown
Radeon Ryzen 7 7700X 8-Core,"1,795",550,NA,NA,Unknown
Radeon Ryzen 7 7730U,"2,340",594,NA,NA,Unknown
Radeon Ryzen 7 7735H,"5,348",774,NA,NA,Unknown
Radeon Ryzen 7 7735H w/,"5,863",781,NA,NA,Desktop
Radeon Ryzen 7 7735HS,"4,933",776,NA,NA,Unknown
Radeon Ryzen 7 7735U,"4,662",734,NA,NA,Unknown
Radeon Ryzen 7 7736U,"5,826",729,NA,NA,Unknown
Radeon Ryzen 7 7745HX,"1,614",599,NA,NA,Unknown
Radeon Ryzen 7 7800X3D 8-Core,"1,729",517,NA,NA,Unknown
Radeon Ryzen 7 Microsoft Surface Edition,"2,242",500,NA,NA,Unknown
Radeon Ryzen 7 PRO 4700G,"2,148",711,NA,NA,Desktop
Radeon Ryzen 7 PRO 4750G,"2,532",665,NA,NA,Unknown
Radeon Ryzen 7 PRO 4750GE,"2,356",622,NA,NA,Unknown
Radeon Ryzen 7 PRO 4750U,"1,984",491,NA,NA,Unknown
Radeon Ryzen 7 PRO 5755G,"2,733",822,NA,NA,Desktop
Radeon Ryzen 7 PRO 5755GE,"2,120",669,NA,NA,Desktop
Radeon Ryzen 7 PRO 5800H,"2,945",780,NA,NA,Desktop
Radeon Ryzen 7 PRO 5875U,"2,204",564,NA,NA,Unknown
Radeon Ryzen 7 PRO 6850H,"5,495",844,NA,NA,Unknown
Radeon Ryzen 7 PRO 6850HS,"5,057",841,NA,NA,Unknown
Radeon Ryzen 7 PRO 6850U,"5,003",744,NA,NA,Unknown
Radeon Ryzen 7 PRO 6860Z,"4,536",693,NA,NA,Unknown
Radeon Ryzen 7 PRO 7730U,"2,257",588,NA,NA,Unknown
Radeon Ryzen 7 Pro 7735U,"3,843",614,NA,NA,Unknown
Radeon Ryzen 7 PRO 7745 8-Core,"1,661",532,NA,NA,Unknown
Radeon Ryzen 9 4900H,"2,555",634,NA,NA,Unknown
Radeon Ryzen 9 4950U Mobile,"2,594",575,NA,NA,Mobile
Radeon Ryzen 9 5900H,"1,610",417,NA,NA,Unknown
Radeon Ryzen 9 5980HS,"2,749",751,NA,NA,Unknown
Radeon Ryzen 9 6900HS,"6,770",698,NA,NA,Unknown
Radeon Ryzen 9 6900HS Creator Edition,"5,156",710,NA,NA,Unknown
Radeon Ryzen 9 7900 12-Core,"1,875",565,NA,NA,Unknown
Radeon Ryzen 9 7900X 12-Core,"2,137",564,NA,NA,Unknown
Radeon Ryzen 9 7900X3D 12-Core,"1,764",564,NA,NA,Unknown
Radeon Ryzen 9 7950X 16-Core,"3,131",582,NA,NA,Unknown
Radeon Ryzen 9 7950X3D 16-Core,"1,642",542,NA,NA,Unknown
Radeon Ryzen 9 PRO 6950H,"5,602",896,NA,NA,Unknown
Radeon Ryzen 9 PRO 6950HS,"4,463",816,NA,NA,Unknown
Radeon Ryzen 9 PRO 7945 12-Core,"1,608",563,NA,NA,Unknown
Radeon Ryzen Embedded R2312,837,367,NA,NA,Desktop
Radeon Ryzen Embedded R2314,"1,174",338,NA,NA,Unknown
Radeon Ryzen Embedded R2514,"1,374",373,NA,NA,Unknown
Radeon Ryzen Embedded R2544,"1,865",443,NA,NA,Unknown
Radeon Ryzen Embedded V2516,"1,796",532,NA,NA,Unknown
Radeon Ryzen Embedded V2546,"1,435",358,NA,NA,Desktop
Radeon Ryzen Embedded V2718,"1,999",554,NA,NA,Unknown
Radeon Ryzen Embedded V2748,"2,216",613,NA,NA,Unknown
Radeon Ryzen Z2 Go,"4,784",727,NA,NA,Desktop
Radeon Sky 500,"4,723",634,NA,NA,Unknown
Radeon TM,"5,540",703,NA,NA,Desktop
Radeon TM R9 A360,"2,060",646,NA,NA,Unknown
Radeon VE,2,36,NA,NA,Unknown
Radeon Vega 10,"1,503",341,NA,NA,Unknown
Radeon Vega 10 Mobile,"1,535",343,NA,NA,Unknown
Radeon Vega 10 Ryzen 7 PRO 3700U w/,"1,600",335,NA,NA,Unknown
Radeon Vega 11,"1,865",472,NA,NA,Unknown
Radeon Vega 11 Ryzen 5 PRO 3350G,"2,194",479,NA,NA,Unknown
Radeon Vega 11 Ryzen 5 PRO 3350GE,"1,811",441,NA,NA,Unknown
Radeon Vega 11 Ryzen 5 PRO 3400G,"1,997",462,NA,NA,Unknown
Radeon Vega 11 Ryzen 5 PRO 3400GE w/,"1,580",366,NA,NA,Unknown
Radeon Vega 2,506,244,NA,NA,Unknown
Radeon Vega 2 Athlon Silver 3050U,500,191,NA,NA,Unknown
Radeon Vega 3,892,303,NA,NA,Unknown
Radeon Vega 3 3020e,527,170,NA,NA,Unknown
Radeon Vega 3 Athlon 3000G,950,321,NA,NA,Unknown
Radeon Vega 3 Athlon 300GE,999,348,NA,NA,Unknown
Radeon Vega 3 Athlon 300U,814,221,NA,NA,Unknown
Radeon Vega 3 Athlon 320GE,719,272,NA,NA,Unknown
Radeon Vega 3 Athlon Gold 3150C,366,85,NA,NA,Desktop
Radeon Vega 3 Athlon Gold 3150G,"1,089",405,NA,NA,Unknown
Radeon Vega 3 Athlon Gold 3150U,679,197,NA,NA,Unknown
Radeon Vega 3 Athlon Gold PRO 3150G,837,311,NA,NA,Desktop
Radeon Vega 3 Athlon Gold PRO 3150GE,920,433,NA,NA,Unknown
Radeon Vega 3 Athlon PRO 300GE w/,"1,090",382,NA,NA,Unknown
Radeon Vega 3 Athlon Silver 3050e,518,172,NA,NA,Unknown
Radeon Vega 3 Athlon Silver 3050U,806,230,NA,NA,Unknown
Radeon Vega 3 Mobile,"1,053",325,NA,NA,Unknown
Radeon Vega 3 Mobile Ryzen 5 3500U,"1,764",376,NA,NA,Desktop
Radeon Vega 3 Ryzen 3 3200U,833,254,NA,NA,Unknown
Radeon Vega 3 Ryzen 3 3250U,685,206,NA,NA,Unknown
Radeon Vega 3 Ryzen Embedded R1305G,581,207,NA,NA,Unknown
Radeon Vega 3 Ryzen Embedded R1505G,732,261,NA,NA,Unknown
Radeon Vega 3 Ryzen Embedded R1606G,"1,000",316,NA,NA,Desktop
Radeon Vega 6,"1,310",328,NA,NA,Unknown
Radeon Vega 6 Ryzen 3 3300U,"1,327",317,NA,NA,Unknown
Radeon Vega 6 Ryzen 3 3350U,"1,420",337,NA,NA,Unknown
Radeon Vega 6 Ryzen 3 PRO 3300U w/,"1,294",329,NA,NA,Unknown
Radeon Vega 8,"1,568",402,NA,0 MB,"Desktop, Mobile"
Radeon Vega 8 Mobile,"1,438",335,NA,NA,Unknown
Radeon Vega 8 Mobile Ryzen 5 3500U,"2,006",406,NA,NA,Mobile
Radeon Vega 8 Ryzen 3 3200G,"1,672",414,NA,NA,Unknown
Radeon Vega 8 Ryzen 3 3200GE,"1,926",452,NA,NA,Unknown
Radeon Vega 8 Ryzen 3 PRO 3200G,"1,395",368,NA,NA,Unknown
Radeon Vega 8 Ryzen 3 PRO 3200GE w/,"1,542",415,NA,NA,Unknown
Radeon Vega 8 Ryzen 5 3450U,"1,302",317,NA,NA,Unknown
Radeon Vega 8 Ryzen 5 3500C,"1,410",388,NA,NA,Desktop
Radeon Vega 8 Ryzen 5 3500U,"1,359",313,NA,NA,Unknown
Radeon Vega 8 Ryzen 5 3550H,"1,714",353,NA,NA,Unknown
Radeon Vega 8 Ryzen 5 3580U,"1,621",408,NA,NA,Desktop
Radeon Vega 8 Ryzen 5 PRO 3500U w/,"1,475",324,NA,NA,Unknown
Radeon Vega 9,"1,588",402,NA,NA,Unknown
Radeon Vega 9 Ryzen 5 3550H,"1,517",355,NA,NA,Unknown
Radeon Vega 9 Ryzen 5 Microsoft Surface Edition,"1,520",357,NA,NA,Unknown
Radeon Vega Frontier Edition,"12,708",725,350,16384 MB,Desktop
Radeon VII,"16,261",795,300,16384 MB,Desktop
Radeon with 3 5300U Ryzen 3 5300U,"1,266",449,NA,NA,Unknown
Radeon X1050,49,245,NA,256 MB,Desktop
Radeon X1200,33,169,NA,NA,Unknown
Radeon X1250,37,199,NA,NA,Unknown
Radeon X1270,31,169,NA,NA,Unknown
Radeon X1300,58,237,NA,256 MB,Desktop
Radeon X1300 PRO,84,313,NA,NA,Unknown
Radeon X1550,67,253,27,512 MB,Desktop
Radeon X1550 64-bit,48,257,NA,NA,Unknown
Radeon X1600,49,209,NA,NA,Unknown
Radeon X1600 Pro,99,273,41,512 MB,Desktop
Radeon X1600 Pro / X1300XT,69,285,NA,NA,Unknown
Radeon X1600 XT,116,356,42,512 MB,Desktop
Radeon X1650 GTO,75,384,NA,NA,Unknown
Radeon X1650 Pro,85,241,44,512 MB,Desktop
Radeon X1650 SE,71,358,NA,NA,Unknown
Radeon X1700 Targa Edition,117,255,NA,NA,Unknown
Radeon X1800 GTO,141,415,48,512 MB,Desktop
Radeon X1900 CrossFire Edition,137,507,100,512 MB,Desktop
Radeon X1900 GT,146,409,75,256 MB,Desktop
Radeon X1950 CrossFire Edition,151,466,NA,512 MB,Desktop
Radeon X1950 GT,106,279,57,512 MB,Desktop
Radeon X1950 Pro,113,318,66,512 MB,Desktop
RADEON X300SE,38,242,NA,NA,Unknown
RADEON X550,51,266,NA,256 MB,Desktop
RADEON X550XT,56,224,NA,NA,Unknown
Radeon X550XTX,71,240,NA,NA,Unknown
RADEON X600 256MB HyperMemory,57,210,NA,256 MB,Desktop
RADEON X600 PRO,67,252,NA,NA,Unknown
RADEON X600 SE,49,229,NA,NA,Unknown
RADEON X600XT,92,258,NA,NA,Unknown
RADEON X700,73,248,NA,256 MB,Desktop
RADEON X700 PRO,76,302,NA,256 MB,Desktop
RADEON X700 SE,71,348,NA,128 MB,Desktop
RADEON X800 GT,84,423,NA,256 MB,Desktop
RADEON X800 GTO,115,162,NA,256 MB,Desktop
RADEON X800 PRO,65,190,NA,256 MB,Desktop
RADEON X800 PRO/GTO,73,181,NA,256 MB,Desktop
RADEON X800 SE,130,384,NA,256 MB,Desktop
RADEON X800 XL,69,271,NA,256 MB,Desktop
RADEON X800 XT,98,271,NA,256 MB,Desktop
RADEON X800 XT Platinum Edition,81,170,NA,256 MB,Desktop
RADEON X800GT,80,264,NA,NA,Unknown
RADEON X850 PRO,73,157,NA,256 MB,Desktop
RADEON X850 XT,81,326,NA,256 MB,Desktop
RADEON X850 XT Platinum Edition,82,261,NA,256 MB,Desktop
Radeon Xpress 1100,34,187,NA,NA,Unknown
Radeon Xpress 1150,30,192,NA,NA,Unknown
Radeon Xpress 1200,36,192,NA,NA,Unknown
Radeon Xpress 1250,43,197,NA,NA,Unknown
Radeon Xpress 1270,27,191,NA,NA,Unknown
Radeon Xpress 1300,52,266,NA,NA,Unknown
Radeon Xpress 1300M,40,195,NA,NA,Mobile
RADEON XPRESS 200,30,188,NA,NA,Unknown
RADEON XPRESS 200 CROSSFIRE,18,164,NA,NA,Unknown
RADEON XPRESS 200M,23,176,NA,NA,Mobile
RadeonT 610M,"1,063",255,NA,NA,Mobile
RadeonT 660M,"2,221",755,NA,NA,Mobile
RadeonT 660M Ryzen 5 6600H,"6,700",638,NA,NA,Mobile
RadeonT 660M Ryzen 5 7535HS,"4,051",701,NA,NA,Mobile
RadeonT 680M Ryzen 7 6800H,"2,381",521,NA,NA,Mobile
RadeonT 680M Ryzen 7 7735HS,"5,681",594,NA,NA,Mobile
RadeonT 760M,"5,846",760,NA,NA,Mobile
RadeonT 780M,"7,113",802,NA,NA,Mobile
RadeonT Athlon Silver 3050e,742,243,NA,NA,Desktop
RadeonT RX 6850M XT,"13,992",628,165,12288 MB,Mobile
RadeonT RX Vega 11,"1,917",421,NA,NA,Unknown
RadeonT Ryzen 3 3250U,582,226,NA,NA,Desktop
RadeonT Vega 8,"1,894",355,NA,NA,Unknown
Rage 128 Pro,1,40,NA,NA,Unknown
RAGE 128 PRO AGP 4X TMDS,1,142,NA,NA,Unknown
Rage Fury Pro/Xpert 2000 Pro,3,53,NA,NA,Unknown
RDPDD Chained DD,209,8,NA,NA,Unknown
Red Hat QXL controller,52,269,NA,NA,Unknown
Red Hat VirtIO GPU DOD controller,"2,320",94,NA,NA,Unknown
RemotePC Adapter,"5,929",942,NA,NA,Desktop
RGH Drivers v3,11,312,NA,NA,Unknown
RIVA TNT2 Model 64/Model 64 Pro,4,107,NA,NA,Unknown
RIVA TNT2/TNT2 Pro,3,71,NA,NA,Unknown
RTX 1000 Ada Generation Laptop GPU,"13,537",559,NA,NA,Mobile
RTX 2000 Ada Generation,"17,209","1,101",NA,NA,Unknown
RTX 2000 Ada Generation Embedded GPU,"15,373",693,NA,NA,Desktop
RTX 2000 Ada Generation Laptop GPU,"14,905",598,NA,NA,Mobile
RTX 2000E Ada Generation,"15,784","1,086",NA,NA,Desktop
RTX 3000 Ada Generation Laptop GPU,"15,895",544,NA,NA,Mobile
RTX 3500 Ada Generation Embedded GPU,"25,267","1,217",NA,NA,Desktop
RTX 3500 Ada Generation Laptop GPU,"19,747",716,NA,NA,Mobile
RTX 4000 Ada Generation,"24,037","1,134",NA,NA,Unknown
RTX 4000 Ada Generation Laptop GPU,"22,105",723,NA,NA,Mobile
RTX 4000 SFF Ada Generation,"20,851","1,117",NA,NA,Unknown
